"Reference","Title","Abstract"
"23. Inflamm Res. 2019 Jul;68(7):557-567. doi: 10.1007/s00011-019-01238-8. Epub 2019 May 6.","Proinflammatory and anti-inflammatory cytokine profiles in psoriasis: use as laboratory biomarkers and disease predictors.","OBJECTIVE: The objectives of this study were to delineate the pro and anti-inflammatory cytokine profiles of psoriasis and cytokine profile models that externally validate the diagnosis. SUBJECTS AND METHODS: This study recruited 70 patients with psoriasis and 76 healthy controls. Cytokine profiles were evaluated, including pro-inflammatory M1 (IL-1 + IL-6 + TNF-α), Th1 (IL-2 + IL-12 + IFN-γ), Th17 (IL-6 + IL-17), and immune-inflammatory response system (IRS = M1 + Th1 + Th17) profiles. Moreover, the anti-inflammatory potential included Th2 (IL-4), Th2 + T regulatory (Th2 + Treg, namely IL-4 + IL-10 + TGF-β), anti-inflammatory (Th2 + Treg + adiponectin), and the pro-inflammatory/anti-inflammatory index. RESULTS: There was a highly significant association between psoriasis and cytokine levels with an effect size of 0.829 and a particularly strong impact on  IL-2 (0.463), IL-12 (0.451), IL-10 (0.532) and adiponectin (0.401). TGF-β and adiponectin were significantly lower while all other cytokines (except IFN-γ) were significantly higher in psoriasis than in controls. In addition, M1, Th1, Th17, Th2 + Treg, and IRS/Anti-inflammatory index were significantly higher in psoriasis patients than in controls. The IRS index, Th2 + Treg, and adiponectin predicted psoriasis with 97.1% sensitivity and 94% specificity. CONCLUSION: In conclusion, psoriasis is characterized by increased M1, Th1, Th2 and Th17 profiles together with lowered TGF-β and adiponectin. In addition, we propose a model based on a higher IRS and Th2 + Treg index coupled with lower adiponectin values, which may be used to externally validate the diagnosis of psoriasis. The most important single biomarker of psoriasis is adiponectin. Because the latter may play a role in the modulation of the chronic inflammatory  response in psoriasis, adiponectin could be a new drug target to treat psoriasis."

"24. Front Immunol. 2019 Apr 4;10:589. doi: 10.3389/fimmu.2019.00589. eCollection 2019.","2D Visualization of the Psoriasis Transcriptome Fails to Support the Existence of Dual-Secreting IL-17A/IL-22 Th17 T Cells.","The present paradigm of psoriasis pathogenesis revolves around the IL-23/IL-17A axis. Dual-secreting Th17 T cells presumably are the predominant sources of the psoriasis phenotype-driving cytokines, IL-17A and IL-22. We thus conducted a meta-analysis of independently acquired RNA-seq psoriasis datasets to explore the relationship between the expression of IL17A and IL22. This analysis failed to support the existence of dual secreting IL-17A/IL-22 Th17 cells as a major source of these cytokines. However, variable relationships amongst the expression of psoriasis susceptibility genes and of IL17A, IL22, and IL23A were identified. Additionally, to shed light on gene expression relationships in psoriasis, we applied a machine learning nonlinear dimensionality reduction strategy (t-SNE) to display the entire psoriasis transcriptome as a 2-dimensonal image. This analysis revealed a variety of gene clusters, relevant to psoriasis pathophysiology but failed to support a relationship between IL17A and IL22. These results support existing theories on alternative sources of IL-17A and IL-22 in psoriasis such as a Th22 cells and non-T cell populations."

"25. J Autoimmun. 2019 Jul;101:70-85. doi: 10.1016/j.jaut.2019.04.009. Epub 2019 Apr 18.","CD30L/CD30 protects against psoriasiform skin inflammation by suppressing Th17-related cytokine production by Vγ4+ γδ T cells.","Psoriasis is a common, autoimmune, chronic inflammatory skin disease. It has been demonstrated that cutaneous T17 cells play an important pro-inflammatory role in  the pathogenesis of psoriasis, through the production of various Th17-related cytokines. Our previous studies have demonstrated that CD30L/CD30 signal plays a  pivotal role in the differentiation of CD4+ Th17 cells and Vγ6+γδ T17 cells in the gut-associated lymphoid tissues of mouse. However, its effect on the pathogenesis of psoriasis is unknown. Here, we fully prove that CD30L/CD30 signaling plays a novel protective role in the development of psoriasis in mice,  through selective inhibition of CCR6 expression and Th17-related cytokine synthesis in the Vγ4+γδ T17 cell subset. Meanwhile, treatment with agonistic anti-CD30 mAb had a significant therapeutic effect on our psoriasis mouse model.  Therefore, the CD30L/CD30 signaling pathway is an ideal target for antibody therapy, which may become a new approach for the immunobiological treatment of psoriasis."

"26. Int J Mol Sci. 2019 Apr 3;20(7). pii: E1670. doi: 10.3390/ijms20071670.","Infiltration of T Cells into a Three-Dimensional Psoriatic Skin Model Mimics Pathological Key Features.","Psoriasis is an autoimmune chronic dermatosis that is T cell-mediated, characterized by epidermal thickening, aberrant epidermal differentiation and inflammatory infiltrates, with a dominant Th1 and Th17 profile. Additional in vitro models are required to study the complex interactions between activated T cells and skin cells, and to develop new, more effective treatments. We have therefore sought to model this psoriatic inflammation by the generation of tissue-engineered immunocompetent tissues, and we have investigated the response  of activated T-cell infiltration in models produced with lesional psoriatic skin  cells on major hallmarks of psoriasis. The immunocompetent lesional skin model displayed a delayed onset of epidermal differentiation, an hyperproliferation of  the basal keratinocytes, a drastic increase in the secretion of proinflammatory cytokines, and a disturbed expression of key transcription factors, as observed in lesional plaques, suggesting a crucial importance of combining the pathological phenotype of cutaneous cells to T cells in order to generate a relevant model for psoriasis. Finally, we found this skin model to be responsive  to methotrexate treatment, making it a valuable tool for drug development."

"27. Open Access Maced J Med Sci. 2019 Mar 28;7(6):1001-1003. doi: 10.3889/oamjms.2019.161. eCollection 2019 Mar 30.","Psoriasis Features in Patients with Inflammatory Bowel Disease.","BACKGROUND: Psoriasis and inflammatory bowel diseases (IBD) share common pathways based on immune dysregulation with an important role of tumour necrosis factor-α  and Th17 cells, as well as the genetic background. Several studies showed an increased prevalence of psoriasis in IBD patients. However, data regarding psoriasis features in IBD patients are still lacking. AIM: We aimed to conduct an observational study to assess psoriasis clinical features and its severity in a group of patients with IBD. METHODS: Dermatological assessment was performed consecutively in 200 IBD patients (123 with CD and 77 with UC) attending the IBD Care Centre of Gastroenterology at the University of Naples Federico II from 2015 to 2016. RESULTS: A group of 32 from 200 IBD patients (16%) had a familiar history positive for psoriasis, whereas, medical history and dermatologic examination revealed that 18 (9%) IBD patients were affected by psoriasis: 11 out of these 18 subjects (61.2%) had CD, and 7 had UC (38.2%); no significant differences were found between CD and UC groups. Concerning psoriasis severity, the mean psoriasis area severity index score was 3.7. CONCLUSION: This one-year retrospective study showed that psoriasis and IBD both  require the use of immunosuppressive drugs so; we can count on a better treatment outcome for both diseases."

"28. Dermatol Ther. 2019 May;32(3):e12916. doi: 10.1111/dth.12916. Epub 2019 Apr 25.","Biologics for psoriasis: What is new?","Etiology of psoriasis is unclear but environmental, genetic, and immune factors act significant roles in the pathogenesis of this disease. Helper T cells (TH), plasmoid, and dermal dendritic cells play a prominent role in the development of  classical psoriatic lesions. Interleukin stimulation is another important process in the pathogenesis of the disease that directly influences keratinocytes and leading to the formation of psoriatic pattern in the skin. Tumor necrosis factor  (TNF) α which releases from keratinocytes activates dendritic cells in the early  stages of complex pathogenesis of psoriasis. Activated keratinocytes also produce other proinflammatory cytokines (IL-1b and IL-6), antimicrobial peptides, and various chemokines. TNF activates dendritic cells that produce IL-23, leading to  TH17 differentiation. TH17 cells secrete IL-17A, which has been shown to promote  psoriatic skin changes. Consequently, after clarification of these main pathological mechanisms, anti-IL therapies have been accepted as a major treatment for patients with moderate-to-severe psoriasis. Here, actual information will be presented about biological agents currently in clinical use or being tested for clinical application for treatment of patients with psoriasis."

"29. Front Immunol. 2019 Mar 26;10:577. doi: 10.3389/fimmu.2019.00577. eCollection 2019.","Antagonizing Retinoic Acid-Related-Orphan Receptor Gamma Activity Blocks the T Helper 17/Interleukin-17 Pathway Leading to Attenuated Pro-inflammatory Human Keratinocyte and Skin Responses.","The nuclear hormone receptor retinoic acid receptor-related-orphan-receptor-gamma t (RORγt) is the key transcription factor required for Th17 cell differentiation  and for production of IL-17 family cytokines by innate and adaptive immune cells. Dysregulated Th17 immune responses have been associated with the pathogenesis of  several inflammatory and autoimmune diseases such as psoriasis, psoriatic arthritis, and ankylosing spondylitis. In this article, we describe the in vitro  pharmacology of a potent and selective low molecular weight RORγt inhibitor identified after a structure-based hit-to-lead optimization effort. The compound  interfered with co-activator binding to the RORγt ligand binding domain and impaired the transcriptional activity of RORγt as evidenced by blocked IL-17A secretion and RORE-mediated transactivation of a luciferase reporter gene. The inhibitor effectively reduced IL-17A production by human naive and memory T-cells and attenuated transcription of pro-inflammatory Th17 signature genes, such as IL17F, IL22, IL26, IL23R, and CCR6. The compound selectively suppressed the Th17/IL-17 pathway and did not interfere with polarization of other T helper cell lineages. Furthermore, the inhibitor was selective for RORγt and did not modify the transcriptional activity of the closely related family members RORα and RORβ. Using human keratinocytes cultured with supernatants from compound treated Th17 cells we showed that pharmacological inhibition of RORγt translated to suppressed IL-17-regulated gene expression in keratinocyte cell cultures. Furthermore, in ex vivo immersion skin cultures our RORγt inhibitor suppressed IL-17A production by  Th17-skewed skin resident cells which correlated with reduced human β defensin 2  expression in the skin. Our data suggests that inhibiting RORγt transcriptional activity by a low molecular weight inhibitor may hold utility for the treatment of Th17/IL-17-mediated skin pathologies."

"30. J Dermatolog Treat. 2019 Apr 4:1-2. doi: 10.1080/09546634.2019.1601668. [Epub ahead of print]","The contradictory inefficacy of methotrexate in hidradenitis suppurativa: a need  to revise pathogenesis or acknowledge disease heterogeneity?","The pathogenesis of hidradenitis suppurativa (HS) centers around Th17/Treg dysfunction illustrated by lesional elevation of IL-17A, IL-6, and other inflammatory mediators resulting in a chronic feed-forward inflammatory cascade.  Similar inflammatory mechanisms have been identified in psoriasis and rheumatoid  arthritis (RA) in which traditional immunosuppressants (including methotrexate) are routinely used with reasonable levels of disease control. Methotrexate's mechanism of action in these instances includes downregulation of the Th17 axis via alterations in dendritic cell and T-cell activity and maturation. Published data suggest methotrexate in an ineffective therapy in HS, which does not pair with our current understanding of the mechanisms of disease. The reasons behind this, including are discussed. Some HS patients may benefit from drugs such as methotrexate, and acknowledgment of the potential of disease heterogeneity will allow exploration of which factors may enable identification of such individuals."

"31. Front Immunol. 2019 Mar 12;10:353. doi: 10.3389/fimmu.2019.00353. eCollection 2019.","Effector Functions of CD4+ T Cells at the Site of Local Autoimmune Inflammation-Lessons From Rheumatoid Arthritis.","Infiltration of memory CD4+ T cells in synovial joints of Rheumatoid Arthritis (RA) patients has been reported since decades. Moreover, several genome wide association studies (GWAS) pinpointing a key genetic association between the HLA-DR locus and RA have led to the generally agreed hypothesis that CD4+ T cells are directly implicated in the disease. Still, RA is a heterogeneous disease and  much effort has been made to understand its different facets. T cell differentiation is driven by mechanisms including antigen stimulation, co-stimulatory signals and cytokine milieu, all of which are abundant in the rheumatic joint, implying that any T cells migrating into the joint may be further affected locally. In parallel to the characterization and classification  of T-cell subsets, the contribution of different effector T cells to RA has been  investigated in numerous studies though sometimes with contradictory results. In  particular, the frequency of Th1 and Th17 cells has been assessed in the synovial joints with various results that could, at least partly, be explained by the stage of the disease. For regulatory T cells, it is largely accepted that they accumulate in RA synovial fluid and that the equilibrium between regulatory T cells and effector cells is a key factor in controlling inflammation processes involved in RA. Recent phenotypic studies describe the possible implication of a  novel subset of peripheral T helper cells (Tph) important for T-B cell cross talk and plasma cell differentiation in the RA joint of ACPA+ (autoantibodies against  citrullinated proteins) RA patients. Finally, cytotoxic CD4+ T cells, historically described as increased in the peripheral blood of RA patients have attracted new attention in the last years. In view of the recently identified peripheral T-cell subsets, we will integrate immunological data as well as information on genetic variants and therapeutic strategy outcomes into our current understanding of the width of effector T cells. We will also integrate tissue-resident memory T cell aspects, and discuss similarities and differences with inflammatory conditions in skin (psoriasis) and mucosal organs (Crohn's disease)."

"32. Int J Mol Sci. 2019 Mar 23;20(6). pii: E1475. doi: 10.3390/ijms20061475.","Psoriasis Pathogenesis and Treatment.","Research on psoriasis pathogenesis has largely increased knowledge on skin biology in general. In the past 15 years, breakthroughs in the understanding of the pathogenesis of psoriasis have been translated into targeted and highly effective therapies providing fundamental insights into the pathogenesis of chronic inflammatory diseases with a dominant IL-23/Th17 axis. This review discusses the mechanisms involved in the initiation and development of the disease, as well as the therapeutic options that have arisen from the dissection  of the inflammatory psoriatic pathways. Our discussion begins by addressing the inflammatory pathways and key cell types initiating and perpetuating psoriatic inflammation. Next, we describe the role of genetics, associated epigenetic mechanisms, and the interaction of the skin flora in the pathophysiology of psoriasis. Finally, we include a comprehensive review of well-established widely  available therapies and novel targeted drugs."

"33. J Dermatol Sci. 2019 Mar;93(3):176-185. doi: 10.1016/j.jdermsci.2019.03.002. Epub 2019 Mar 8.","A novel RORγt inhibitor is a potential therapeutic agent for the topical treatment of psoriasis with low risk of thymic aberrations.","BACKGROUND: Retinoic acid receptor-related orphan receptor gamma t (RORγt) has critical roles in the development, maintenance and function of interleukin (IL)-17-producing cells and is a highly attractive target for the treatment of IL-17-mediated autoimmune disease, particularly psoriasis. On the other hand, RORγt is also critical for controlling apoptosis during thymopoiesis, and genetic RORγt ablation or systematic RORγt inhibition cause progressive thymic aberrations leading to T cell lymphomas. OBJECTIVE: We investigated whether topical administration of our novel RORγt inhibitor, S18-000003 has therapeutic potential for psoriasis with low risk of thymic aberrations. METHODS: We evaluated the effect of topical S18-000003 on psoriasis-like skin inflammation and influence on the thymus in a 12-O-tetradecanoylphorbol-13-acetate-induced K14.Stat3C mouse psoriasis model. RESULTS: S18-000003 markedly inhibited the development of psoriatic skin inflammation via suppression of the IL-17 pathway. In the skin, S18-000003 suppressed all subsets of IL-17-producing cells that we previously identified in  this psoriasis model: Th17 cells, Tc17 cells, dermal γδ T cells, TCR- cells that  probably included innate lymphoid cells, and CD4-CD8- double-negative αβ T cells. Notably, neither reduction of CD4+CD8+ double-positive thymocytes nor dysregulation of cell cycling was observed in S18-000003-treated mice, even at a  high dose. CONCLUSION: Our topically administered RORγt inhibitor is a potential therapeutic agent for psoriasis with low risk of thymic lymphoma."

"34. Mol Immunol. 2019 May;109:81-87. doi: 10.1016/j.molimm.2019.03.005. Epub 2019 Mar 20.","Metabolic regulation of TH17 cells.","IL-17-producing TH17 cells have been associated with autoimmune diseases such as  multiple sclerosis (MS), psoriasis, Crohn's disease, and ulcerative colitis (Han  et al., 2015), many of which lack effective therapies. Identifying effective approaches to selectively suppress TH17 cell development and function represents  a legitimate strategy to cure these autoimmune disorders. TH17 cell differentiation requires rewiring of their metabolic program, transition from the oxidative phosphorylation-dominant catabolic phenotype in quiescent naïve T cells to glucose metabolism-orchestrated anabolic phenotype including lipogenesis. Here, we provide a focused review on the glycolytic-lipogenic pathway in TH17 development and pathogenicity. These studies reveal several metabolic checkpoints with specific regulation of TH17 cells (but not other T cell lineages), manifesting potential therapeutic opportunities to TH17 cell-mediated autoimmune  diseases."

"36. Psoriasis (Auckl). 2019 Feb 12;9:7-17. doi: 10.2147/PTT.S190507. eCollection 2019.","Increased dermal expression of chromatin-associated protein HMGB1 and concomitant T-cell expression of the DNA RAGE in patients with psoriasis vulgaris.","Purpose: Psoriasis vulgaris (PV) is an autoimmune-related chronic inflammatory disease of the skin, with both vascular and metabolic effects. Aggravating factors have been identified that initiate and maintain inflammation, including expression of Th1-, Th17-, and Th22-cell derived cytokines. Recently, we showed that the evolutionarily ancient and highly conserved damage-associated molecular  pattern molecule high mobility group box 1 (HMGB1) is significantly increased in the serum of PV patients with disease progression and is decreased under standard therapies. Materials and methods: To better understand the role of HMGB1 in the pathogenesis of PV, we recruited 22 untreated psoriatic patients with either mild or severe disease, defined by the Psoriasis Area Severity Index. We assessed HMGB1 and receptor for advanced glycation end products (RAGE) expression in the skin by immunohistochemistry and analyzed the immune-phenotype of Treg and Th17 cells by  flow cytometry. Results: We found increased staining for HMGB1 in the dermis of psoriatic plaques in comparison to uninvolved skin of patients with PV. In addition, the major histocompatibility complex class III-encoded DNA and HMGB1 RAGE, induced by HMGB1, were highly expressed on psoriatic CD8+ T cells and CD4+ Treg. High expression of HMGB1 in the lesional skin was associated with even higher expression of its receptor, RAGE, on the cell surface of keratino-cytes in patients with severe PV. Conclusion: The presence of HMGB1 and RAGE signaling may impact orchestration of  chronic inflammation in PV which might have implications for Treg and Th17 cells."

"37. Phytochemistry. 2019 Jun;162:39-46. doi: 10.1016/j.phytochem.2019.02.016. Epub 2019 Mar 7.","Indole alkaloids indigodoles A-C from aerial parts of Strobilanthes cusia in the  traditional Chinese medicine Qing Dai have anti-IL-17 properties.","Qing Dai (Naturalis Indigo) is a traditional Chinese medicine (TCM) used as a topical agent in moderate psoriasis, targeting interleukin-17 (IL-17). In this study, it was prepared from the aerial parts of Strobilanthes cusia. Three undescribed indole alkaloid derivatives, indigodoles A-C, along with seven known  compounds were isolated from this preparation of Qing Dai and their structures were elucidated from spectroscopic data, including NMR, MS, UV, IR, optical rotation, and CD. As well, most compounds were tested against IL-17. Indigodole C and tryptanthrin could significantly inhibit IL-17 production of Th17 cells. In addition, indigodole A and indirubin showed notably anti-IL-17 gene expression in dose-dependent effects without cytotoxicities toward Th17 and Jurkat cells, respectively. Overall, our studies indicate that the aforementioned indole alkaloids could contribute to anti-IL 17 properties of Qing Dai."

"38. Biochem Pharmacol. 2019 May;163:371-380. doi: 10.1016/j.bcp.2019.03.006. Epub 2019 Mar 6.","The PDE4 inhibitor CHF6001 modulates pro-inflammatory cytokines, chemokines and Th1- and Th17-polarizing cytokines in human dendritic cells.","Phosphodiesterase 4 (PDE4) inhibitors are used to treat autoimmune and inflammatory diseases, such as psoriasis and chronic obstructive pulmonary disease (COPD). CHF6001 is a novel, potent and selective inhaled PDE4 inhibitor in development for the treatment of COPD. When tested in vitro on human dendritic cells (DCs), CHF6001 decreased the release of pro-inflammatory cytokines (TNF-α and IL-6), chemokines (CXCL8, CCL3, CXCL10 and CCL19) and of Th1- and Th17-polarizing cytokines (IL-12, IL-23 and IL-1β). In contrast to β-methasone, a reference steroid anti-inflammatory drug, CHF6001 increased the secretion of CCL22, a Th2 recruiting chemokine, and the expression of the lymph node homing receptor CCR7. Accordingly, the migration of DCs to CCR7 ligands was increased, while migration to pro-inflammatory chemokines was decreased. Of note, the action of CHF6001 was apparently mediated by a promoter-specific decrease in NF-κB p65 recruitment, independent of perturbation of LPS signalling or NF-κB nuclear translocation. Our results indicate that CHF6001 can modulate DC pro-inflammatory Th1/Th17 polarizing potential by fine tuning the transcriptional activity of the  master inflammatory transcription factor NF-κB. Therefore, CHF6001 may prove useful to control Th1/Th17-polarized inflammatory diseases such as COPD."

"39. Front Microbiol. 2019 Feb 21;10:236. doi: 10.3389/fmicb.2019.00236. eCollection 2019.","Crucial Role of Microbiota in Experimental Psoriasis Revealed by a Gnotobiotic Mouse Model.","Psoriatic patients have altered microbiota, both in the intestine and on the skin. It is not clear, however, whether this is a cause or consequence of the disease. In this study, using an experimental mouse model of psoriasis induced by imiquimod (IMQ), we show that oral treatment with a broad spectrum of antibiotics (MIX) or metronidazole (MET) alone mitigates the severity of skin inflammation through downregulation of Th17 immune response in conventional mice. Since some antibiotics, including MET, can influence immune system reactivity, we also evaluated the effect of MIX in the same model under germ-free (GF) conditions. GF mice treated with MET did not show milder signs of imiquimod-induced skin inflammation (IISI) which supports the conclusion that the therapeutic effect is  mediated by changes in microbiota composition. Moreover, compared to controls, mice treated with MIX had a significantly higher abundance of the genus Lactobacillus in the intestine and on the skin. Mice treated with MET had a significantly higher abundance of the genera Bifidobacterium and Enterococcus both on the skin and in the intestine and of Parabacteroides distasonis in the intestine. Additionally, GF mice and mice monocolonized with either Lactobacillus plantarum or segmented filamentous bacteria (SFB) were more resistant to IISI than conventional mice. Interestingly, compared to GF mice, IMQ induced a higher  degree of systemic Th17 activation in mice monocolonized with SFB but not with L. plantarum. The present findings provide evidence that intestinal and skin microbiota directly regulates IISI and emphasizes the importance of microbiota in the pathogenesis of psoriasis."

"40. Int J Mol Sci. 2019 Mar 6;20(5). pii: E1141. doi: 10.3390/ijms20051141.","Proteomics in Psoriasis.","Psoriasis has been thought to be driven primarily by innate and adaptive immune systems that can be modified by genetic and environmental factors. Complex interplay between inflammatory cytokines and T-cells, especially Th1 and Th17 cells, leads to abnormal cell proliferation and psoriatic skin lesions. Nevertheless, such mechanisms do not entirely represent the pathogenesis of psoriasis. Moreover, earlier and better biomarkers in diagnostics, prognostics, and monitoring therapeutic outcomes of psoriasis are still needed. During the last two decades, proteomics (a systematic analysis of proteins for their identities, quantities, and functions) has been widely employed to psoriatic research. This review summarizes and discusses all of the previous studies that applied various modalities of proteomics technologies to psoriatic skin disease.  The data obtained from such studies have led to (i) novel mechanisms and new hypotheses of the disease pathogenesis; (ii) biomarker discovery for diagnostics  and prognostics; and (iii) proteome profiling for monitoring treatment efficacy and drug-induced toxicities."

"41. Acta Derm Venereol. 2019 May 1;99(6):594-601. doi: 10.2340/00015555-3160.","Inhibiting Sphingosine Kinase 2 Derived-sphingosine-1-phosphate Ameliorates Psoriasis-like Skin Disease via Blocking Th17 Differentiation of Naïve CD4 T Lymphocytes in Mice.","Sphingosine-1-phosphate (S1P) is a signalling sphingolipid metabolite that regulates important cell processes, including cell proliferation and apoptosis. Circulating S1P levels have been reported to be increased in patients with psoriasis relative to healthy patients. The aim of this study was to examine the  potency of S1P inhibition using an imiquimod-induced psoriasis mouse model. Both  topical ceramidase and sphingosine kinase 1/2 inhibition, which blocks S1P generation, alleviated imiquimod-induced skin lesions and reduced the serum interleukin 17-A levels induced by application of imiquimod. These treatments also normalized skin mRNA levels of genes associated with inflammation and keratinocyte differentiation. Inhibition of sphingosine kinase 2, but not sphingosine kinase 1, diminished levels of suppressor of cytokine signalling 1 and blocked T helper type 17 differentiation of naïve CD4+ T cells; imiquimod-induced psoriasis-like skin symptoms were also ameliorated. These results indicate the distinct effects of sphingosine kinase 1 and sphingosine kinase 2 inhibition on T helper type 17 generation and suggest molecules that inhibit S1P formation, including ceramidase and sphingosine kinase 2 inhibitors,  as novel therapeutic candidates for psoriasis."

"42. Tissue Eng Regen Med. 2018 Dec 1;16(1):93-102. doi: 10.1007/s13770-018-0165-3. eCollection 2019 Feb.","Human Embryonic Stem Cells-Derived Mesenchymal Stem Cells Reduce the Symptom of Psoriasis in Imiquimod-Induced Skin Model.","Background: Mesenchymal stem cells (MSCs) can be used for a wide range of therapeutic applications because of not only their differentiation potential but  also their ability to secrete bioactive factors. Recently, several studies have suggested the use of human embryonic stem cell-derived MSCs (hE-MSCs) as an alternative for regenerative cellular therapy due to mass production of MSCs from a single donor. Methods: We generated hE-MSCs from embryonic stem cell lines, SNUhES3, and analyzed immune properties of these cells. Also, we evaluated the in-vivo therapeutic potential of hE-MSCs in immune-mediated inflammatory skin disease. Results: The cell showed the suppression of immunity associated with allogenic peripheral blood mononuclear cells in mixed lymphocyte response assay. We also detected that cytokines and growth factor related to the immune response were secreted from these cells. To assessed the in-vivo therapeutic potential of hE-MSCs in immune-mediated inflammatory skin disease, we used imiquimod (IMQ)-induced skin psoriasis mouse model. The score of clinical skin was significantly reduced in the hE-MSCs treated group compared with control IMQ group. In histological analysis, the IMQ-induced epidermal thickness was significantly decreased by hE-MSCs treatment. It was correlated with splenomegaly induced by IMQ which was also improved in the hE-MSCs. Moreover, IMQ-induced inflammatory cytokines; Th1 cytokines (TNF-α, IFN-α, IFN-γ,and IL-27) and Th17 cytokines (IL-17A and IL-23), in the serum and skin showed marked inhibition by hE-MSCs. Conclusion: These results suggested that hE-MSCs have a potency of immune modulation in psoriasis, which might be the key factor for the improved psoriasis."

"43. Front Med (Lausanne). 2019 Feb 11;6:14. doi: 10.3389/fmed.2019.00014. eCollection 2019.","Psoriatic Synovitis: Singularity and Potential Clinical Implications.","Psoriatic arthritis (PsA) is an immuno-inflammatory disease with a heterogeneous  clinical presentation as affects musculoskeletal tissues (arthritis, enthesitis,  spondylitis), skin (psoriasis) and, less frequently, eye (uveitis) and bowel (inflammatory bowel disease). It has been suggested that distinct affected tissues could exhibit different immune-inflammatory pathways so complicating the  understanding of the physiopathology of psoriatic disease as well as its treatment. Despite of the key pathogenic and clinical relevance that enthesitis has in PsA, peripheral arthritis is more easily perceived. At the macroscopic level, PsA synovitis has predominantly tortuous, bushy vessels, whereas rheumatoid arthritis (RA) is characterized by mainly straight, branching vessels  so reflecting prominent neo-angiogenesis in PsA. Synovial biopsies have demonstrated a similar cellular and molecular picture in PsA and RA, although some differences have been reported at the group level, as higher density of vessels, CD163+ macrophages, neutrophils and mast cells in PsA. In fact, synovial IL-17+ mast cells are significantly increased in PsA and produce more IL-17A compared with RA, and a proof of concept study supports its relevant role in the  synovitis of SpA, included PsA. As firstly reported in RA, synovial lymphoid neogenesis is found also in the same proportion of PsA as in RA patients, despite the lack of autoantibodies in PsA. These lymphoid structures are associated with  activation of the IL-23/Th17 pathway in RA and seemly in PsA, which could be useful to stratify RA patients. Immunohistochemical and transcriptomic methodologies have still not found synovial biomarkers useful to distinguish psoriatic from rheumatoid synovitis at the patient level. However, modern methodologies, as MALDI-Mass Spectrometry Imaging, applied to the study of synovial tissue have revealed metabolic and lipid signatures which could support  clinical decision-making in the diagnosis of PsA and RA and to go further toward  the personalized medicine."

"44. Cytokine Growth Factor Rev. 2019 Feb;45:35-44. doi: 10.1016/j.cytogfr.2019.01.001. Epub 2019 Feb 8.","Emerging role of immune cell network in autoimmune skin disorders: An update on pemphigus, vitiligo and psoriasis.","Autoimmune skin diseases are a group of disorders that arise due to a deregulated immune system resulting in skin tissue destruction. In the majority of these conditions, either autoreactive immune cells or the autoantibodies are generated  against self-antigens of the skin. Although the etiology of these diseases remains elusive, biochemical, genetic, and environmental factors such as infectious agents, toxins damage the skin tissue leading to self-antigen generation, autoantibody attack and finally results in autoimmunity of skin. Immune dysregulation, which involves predominantly T helper 1/17 (Th1/Th17) polarization and the inability of regulatory T cells to regress immune response,  is implicated in autoimmune skin diseases. The emerging roles of immune cells, cytokines, and chemokines in the pathogenesis of common autoimmune skin diseases  like pemphigus, vitiligo, and psoriasis are discussed in this review. The main focus is on the interplay between immune cell network including the innate and adaptive immune system, regulatory cells, immune checkpoints and recently identified tissue-resident memory cells (TRMs) in disease pathogenesis and relapse. We also attempt to highlight on the immune mechanisms common to these diseases which can be targeted for designing novel therapeutics."

"45. J Autoimmun. 2019 May;99:1-14. doi: 10.1016/j.jaut.2019.01.013. Epub 2019 Feb 14.","Clinical significance and immunobiology of IL-21 in autoimmunity.","Interleukin-21 (IL-21), an autocrine cytokine predominantly produced by follicular helper T (Tfh) and T helper 17 (Th17) cells, has been proven to play an important role in the immune system, for example, by promoting proliferation and the development of Tfh and Th17 cells, balancing helper T cell subsets, inducing B cell generation and differentiation into plasma cells, and enhancing the production of immunoglobulin. These effects are mainly mediated by activation of the JAK/STAT, MAPK and PI3K pathways. Some IL-21 target genes, such as B lymphocyte induced maturation protein-1 (Blimp-1), suppressor of cytokine signaling (SOCS), CXCR5 and Bcl-6, play important roles in the immune response. Therefore, IL-21 has been linked to autoimmune diseases. Indeed, IL-21 levels are increased in the peripheral blood and tissues of patients with systematic lupus erythematosus (SLE), rheumatoid arthritis (RA), type 1 diabetes (T1D), immune thrombocytopenia (ITP), primary Sjogren's syndrome (pSS), autoimmune thyroid disease (AITD) and psoriasis. This increased IL-21 even positively associates with Tfh cells, plasma cells, autoantibodies and disease activity in SLE and RA.  Additionally, IL-21 has been utilized as a therapeutic target in SLE, RA, T1D and psoriatic mouse models. Profoundly, clinical trials have shown safety and improvement in RA patients. However, tolerance and long-term pharmacodynamics effects with low bioavailability have been found in SLE patients. Therefore, this review aims to summarize the latest progress on IL-21 function and its signaling  pathway and discuss the role of IL-21 in the pathogenesis of and therapy for autoimmune diseases, with the hope of providing potential therapeutic and diagnostic strategies for clinical use."

